timestep,agg_RIS,category,date,NER,NER_SA
M,Census Divisions,Mid-Atlantic,2016-11-01,16409000.0,16192000.0
M,Census Divisions,Mid-Atlantic,2016-12-01,16157000.0,16195000.0
M,Census Divisions,Mid-Atlantic,2017-01-01,15982000.0,16184000.0
M,Census Divisions,Mid-Atlantic,2017-02-01,15911000.0,16187000.0
M,Census Divisions,Mid-Atlantic,2017-03-01,15910000.0,16169000.0
M,Census Divisions,Mid-Atlantic,2017-04-01,15974000.0,16191000.0
M,Census Divisions,Mid-Atlantic,2017-05-01,16046000.0,16206000.0
M,Census Divisions,Mid-Atlantic,2017-06-01,16283000.0,16258000.0
M,Census Divisions,Mid-Atlantic,2017-07-01,16402000.0,16288000.0
M,Census Divisions,Mid-Atlantic,2017-08-01,16425000.0,16308000.0
M,Census Divisions,Mid-Atlantic,2017-09-01,16484000.0,16338000.0
M,Census Divisions,Mid-Atlantic,2017-10-01,16627000.0,16361000.0
M,Census Divisions,Mid-Atlantic,2017-11-01,16620000.0,16419000.0
M,Census Divisions,Mid-Atlantic,2017-12-01,16414000.0,16448000.0
M,Census Divisions,Mid-Atlantic,2018-01-01,16228000.0,16429000.0
M,Census Divisions,Mid-Atlantic,2018-02-01,16190000.0,16460000.0
M,Census Divisions,Mid-Atlantic,2018-03-01,16240000.0,16491000.0
M,Census Divisions,Mid-Atlantic,2018-04-01,16251000.0,16466000.0
M,Census Divisions,Mid-Atlantic,2018-05-01,16390000.0,16517000.0
M,Census Divisions,Mid-Atlantic,2018-06-01,16581000.0,16558000.0
M,Census Divisions,Mid-Atlantic,2018-07-01,16681000.0,16566000.0
M,Census Divisions,Mid-Atlantic,2018-08-01,16722000.0,16600000.0
M,Census Divisions,Mid-Atlantic,2018-09-01,16744000.0,16605000.0
M,Census Divisions,Mid-Atlantic,2018-10-01,16900000.0,16642000.0
M,Census Divisions,Mid-Atlantic,2018-11-01,16815000.0,16629000.0
M,Census Divisions,Mid-Atlantic,2018-12-01,16608000.0,16639000.0
M,Census Divisions,Mid-Atlantic,2019-01-01,16417000.0,16639000.0
M,Census Divisions,Mid-Atlantic,2019-02-01,16391000.0,16650000.0
M,Census Divisions,Mid-Atlantic,2019-03-01,16409000.0,16648000.0
M,Census Divisions,Mid-Atlantic,2019-04-01,16495000.0,16679000.0
M,Census Divisions,Mid-Atlantic,2019-05-01,16527000.0,16645000.0
M,Census Divisions,Mid-Atlantic,2019-06-01,16668000.0,16640000.0
M,Census Divisions,Mid-Atlantic,2019-07-01,16763000.0,16639000.0
M,Census Divisions,Mid-Atlantic,2019-08-01,16741000.0,16616000.0
M,Census Divisions,Mid-Atlantic,2019-09-01,16733000.0,16598000.0
M,Census Divisions,Mid-Atlantic,2019-10-01,16830000.0,16577000.0
M,Census Divisions,Mid-Atlantic,2019-11-01,16715000.0,16548000.0
M,Census Divisions,Mid-Atlantic,2019-12-01,16539000.0,16567000.0
M,Census Divisions,Mid-Atlantic,2020-01-01,16314000.0,16534000.0
M,Census Divisions,Mid-Atlantic,2020-02-01,16232000.0,16491000.0
M,Census Divisions,Mid-Atlantic,2020-03-01,16199000.0,16442000.0
M,Census Divisions,Mid-Atlantic,2020-04-01,15232000.0,15411000.0
M,Census Divisions,Mid-Atlantic,2020-05-01,15224000.0,15348000.0
M,Census Divisions,Mid-Atlantic,2020-06-01,15321000.0,15299000.0
M,Census Divisions,Mid-Atlantic,2020-07-01,15390000.0,15254000.0
M,Census Divisions,Mid-Atlantic,2020-08-01,15370000.0,15244000.0
M,Census Divisions,Mid-Atlantic,2020-09-01,15344000.0,15200000.0
M,Census Divisions,Mid-Atlantic,2020-10-01,15397000.0,15144000.0
M,Census Divisions,Mid-Atlantic,2020-11-01,15279000.0,15111000.0
M,Census Divisions,Mid-Atlantic,2020-12-01,15074000.0,15121000.0
M,Census Divisions,Mid-Atlantic,2021-01-01,14843000.0,15054000.0
M,Census Divisions,Mid-Atlantic,2021-02-01,14751000.0,15008000.0
M,Census Divisions,Mid-Atlantic,2021-03-01,14752000.0,14998000.0
M,Census Divisions,Mid-Atlantic,2021-04-01,14859000.0,15040000.0
M,Census Divisions,Mid-Atlantic,2021-05-01,14959000.0,15092000.0
M,Census Divisions,Mid-Atlantic,2021-06-01,15217000.0,15166000.0
M,Census Divisions,Mid-Atlantic,2021-07-01,15379000.0,15245000.0
M,Census Divisions,Mid-Atlantic,2021-08-01,15482000.0,15357000.0
M,Census Divisions,Mid-Atlantic,2021-09-01,15633000.0,15491000.0
M,Census Divisions,Mid-Atlantic,2021-10-01,15816000.0,15564000.0
M,Census Divisions,Mid-Atlantic,2021-11-01,15909000.0,15740000.0
M,Census Divisions,Mid-Atlantic,2021-12-01,15913000.0,15955000.0
M,Census Divisions,Mid-Atlantic,2022-01-01,15791000.0,15997000.0
M,Census Divisions,Mid-Atlantic,2022-02-01,15813000.0,16071000.0
M,Census Divisions,Mid-Atlantic,2022-03-01,15906000.0,16141000.0
M,Census Divisions,Mid-Atlantic,2022-04-01,16009000.0,16191000.0
M,Census Divisions,Mid-Atlantic,2022-05-01,16075000.0,16213000.0
M,Census Divisions,Mid-Atlantic,2022-06-01,16327000.0,16283000.0
M,Census Divisions,Mid-Atlantic,2022-07-01,16500000.0,16368000.0
M,Census Divisions,Mid-Atlantic,2022-08-01,16615000.0,16489000.0
M,Census Divisions,Mid-Atlantic,2022-09-01,16706000.0,16565000.0
M,Census Divisions,Mid-Atlantic,2022-10-01,16775000.0,16524000.0
M,Census Divisions,Mid-Atlantic,2022-11-01,16800000.0,16638000.0
M,Census Divisions,Mid-Atlantic,2022-12-01,16690000.0,16728000.0
M,Census Divisions,Mid-Atlantic,2023-01-01,16573000.0,16772000.0
M,Census Divisions,Mid-Atlantic,2023-02-01,16644000.0,16910000.0
M,Census Divisions,Mid-Atlantic,2023-03-01,16746000.0,17009000.0
M,Census Divisions,Mid-Atlantic,2023-04-01,16886000.0,17111000.0
M,Census Divisions,Mid-Atlantic,2023-05-01,17061000.0,17229000.0
M,Census Divisions,Mid-Atlantic,2023-06-01,17393000.0,17399000.0
M,Census Divisions,Mid-Atlantic,2023-07-01,17672000.0,17558000.0
M,Census Divisions,Mid-Atlantic,2023-08-01,17768000.0,17620000.0
M,Census Divisions,Mountain,2010-01-01,7150000.0,7192000.0
M,Census Divisions,Mountain,2010-02-01,7138000.0,7185000.0
M,Census Divisions,Mountain,2010-03-01,7152000.0,7185000.0
M,Census Divisions,Mountain,2010-04-01,7167000.0,7192000.0
M,Census Divisions,Mountain,2010-05-01,7188000.0,7206000.0
M,Census Divisions,Mountain,2010-06-01,7280000.0,7233000.0
M,Census Divisions,Mountain,2010-07-01,7271000.0,7217000.0
M,Census Divisions,Mountain,2010-08-01,7268000.0,7221000.0
M,Census Divisions,Mountain,2010-09-01,7268000.0,7239000.0
M,Census Divisions,Mountain,2010-10-01,7260000.0,7233000.0
M,Census Divisions,Mountain,2010-11-01,7280000.0,7242000.0
M,Census Divisions,Mountain,2010-12-01,7238000.0,7248000.0
M,Census Divisions,Mountain,2011-01-01,7195000.0,7237000.0
M,Census Divisions,Mountain,2011-02-01,7210000.0,7252000.0
M,Census Divisions,Mountain,2011-03-01,7238000.0,7264000.0
M,Census Divisions,Mountain,2011-04-01,7256000.0,7280000.0
M,Census Divisions,Mountain,2011-05-01,7280000.0,7301000.0
M,Census Divisions,Mountain,2011-06-01,7386000.0,7340000.0
M,Census Divisions,Mountain,2011-07-01,7410000.0,7357000.0
M,Census Divisions,Mountain,2011-08-01,7419000.0,7372000.0
M,Census Divisions,Mountain,2011-09-01,7398000.0,7368000.0
M,Census Divisions,Mountain,2011-10-01,7391000.0,7364000.0
M,Census Divisions,Mountain,2011-11-01,7395000.0,7363000.0
M,Census Divisions,Mountain,2011-12-01,7350000.0,7358000.0
M,Census Divisions,Mountain,2012-01-01,7321000.0,7365000.0
M,Census Divisions,Mountain,2012-02-01,7349000.0,7395000.0
M,Census Divisions,Mountain,2012-03-01,7388000.0,7417000.0
M,Census Divisions,Mountain,2012-04-01,7413000.0,7440000.0
M,Census Divisions,Mountain,2012-05-01,7440000.0,7455000.0
M,Census Divisions,Mountain,2012-06-01,7518000.0,7483000.0
M,Census Divisions,Mountain,2012-07-01,7538000.0,7497000.0
M,Census Divisions,Mountain,2012-08-01,7525000.0,7494000.0
M,Census Divisions,Mountain,2012-09-01,7527000.0,7509000.0
M,Census Divisions,Mountain,2012-10-01,7560000.0,7539000.0
M,Census Divisions,Mountain,2012-11-01,7604000.0,7573000.0
M,Census Divisions,Mountain,2012-12-01,7561000.0,7563000.0
M,Census Divisions,Mountain,2013-01-01,7536000.0,7588000.0
M,Census Divisions,Mountain,2013-02-01,7552000.0,7601000.0
M,Census Divisions,Mountain,2013-03-01,7585000.0,7616000.0
M,Census Divisions,Mountain,2013-04-01,7588000.0,7615000.0
M,Census Divisions,Mountain,2013-05-01,7604000.0,7624000.0
M,Census Divisions,Mountain,2013-06-01,7681000.0,7650000.0
M,Census Divisions,Mountain,2013-07-01,7699000.0,7660000.0
M,Census Divisions,Mountain,2013-08-01,7709000.0,7678000.0
M,Census Divisions,Mountain,2013-09-01,7715000.0,7696000.0
M,Census Divisions,Mountain,2013-10-01,7749000.0,7728000.0
M,Census Divisions,Mountain,2013-11-01,7783000.0,7752000.0
M,Census Divisions,Mountain,2013-12-01,7760000.0,7759000.0
M,Census Divisions,Mountain,2014-01-01,7728000.0,7780000.0
M,Census Divisions,Mountain,2014-02-01,7749000.0,7799000.0
M,Census Divisions,Mountain,2014-03-01,7816000.0,7849000.0
M,Census Divisions,Mountain,2014-04-01,7861000.0,7887000.0
M,Census Divisions,Mountain,2014-05-01,7888000.0,7909000.0
M,Census Divisions,Mountain,2014-06-01,7957000.0,7925000.0
M,Census Divisions,Mountain,2014-07-01,7977000.0,7938000.0
M,Census Divisions,Mountain,2014-08-01,7996000.0,7959000.0
M,Census Divisions,Mountain,2014-09-01,7992000.0,7967000.0
M,Census Divisions,Mountain,2014-10-01,8028000.0,8003000.0
M,Census Divisions,Mountain,2014-11-01,8069000.0,8036000.0
M,Census Divisions,Mountain,2014-12-01,8055000.0,8052000.0
M,Census Divisions,Mountain,2015-01-01,8007000.0,8059000.0
M,Census Divisions,Mountain,2015-02-01,8027000.0,8079000.0
M,Census Divisions,Mountain,2015-03-01,8045000.0,8081000.0
M,Census Divisions,Mountain,2015-04-01,8072000.0,8100000.0
M,Census Divisions,Mountain,2015-05-01,8091000.0,8116000.0
M,Census Divisions,Mountain,2015-06-01,8177000.0,8144000.0
M,Census Divisions,Mountain,2015-07-01,8238000.0,8195000.0
M,Census Divisions,Mountain,2015-08-01,8261000.0,8219000.0
M,Census Divisions,Mountain,2015-09-01,8270000.0,8239000.0
M,Census Divisions,Mountain,2015-10-01,8287000.0,8260000.0
M,Census Divisions,Mountain,2015-11-01,8296000.0,8262000.0
M,Census Divisions,Mountain,2015-12-01,8278000.0,8278000.0
M,Census Divisions,Mountain,2016-01-01,8224000.0,8280000.0
M,Census Divisions,Mountain,2016-02-01,8239000.0,8293000.0
M,Census Divisions,Mountain,2016-03-01,8287000.0,8323000.0
M,Census Divisions,Mountain,2016-04-01,8303000.0,8334000.0
M,Census Divisions,Mountain,2016-05-01,8309000.0,8338000.0
M,Census Divisions,Mountain,2016-06-01,8419000.0,8378000.0
M,Census Divisions,Mountain,2016-07-01,8449000.0,8402000.0
M,Census Divisions,Mountain,2016-08-01,8472000.0,8423000.0
M,Census Divisions,Mountain,2016-09-01,8482000.0,8442000.0
M,Census Divisions,Mountain,2016-10-01,8494000.0,8466000.0
M,Census Divisions,Mountain,2016-11-01,8545000.0,8501000.0
M,Census Divisions,Mountain,2016-12-01,8516000.0,8510000.0
M,Census Divisions,Mountain,2017-01-01,8437000.0,8501000.0
M,Census Divisions,Mountain,2017-02-01,8451000.0,8510000.0
M,Census Divisions,Mountain,2017-03-01,8479000.0,8524000.0
M,Census Divisions,Mountain,2017-04-01,8504000.0,8540000.0
M,Census Divisions,Mountain,2017-05-01,8525000.0,8559000.0
M,Census Divisions,Mountain,2017-06-01,8670000.0,8625000.0
M,Census Divisions,Mountain,2017-07-01,8702000.0,8651000.0
M,Census Divisions,Mountain,2017-08-01,8722000.0,8678000.0
M,Census Divisions,Mountain,2017-09-01,8717000.0,8670000.0
M,Census Divisions,Mountain,2017-10-01,8729000.0,8700000.0
M,Census Divisions,Mountain,2017-11-01,8764000.0,8722000.0
M,Census Divisions,Mountain,2017-12-01,8729000.0,8723000.0
M,Census Divisions,Mountain,2018-01-01,8665000.0,8737000.0
M,Census Divisions,Mountain,2018-02-01,8706000.0,8768000.0
M,Census Divisions,Mountain,2018-03-01,8760000.0,8807000.0
M,Census Divisions,Mountain,2018-04-01,8800000.0,8834000.0
M,Census Divisions,Mountain,2018-05-01,8859000.0,8876000.0
M,Census Divisions,Mountain,2018-06-01,8985000.0,8928000.0
M,Census Divisions,Mountain,2018-07-01,8955000.0,8898000.0
M,Census Divisions,Mountain,2018-08-01,8953000.0,8901000.0
M,Census Divisions,Mountain,2018-09-01,8928000.0,8872000.0
M,Census Divisions,Mountain,2018-10-01,8957000.0,8926000.0
M,Census Divisions,Mountain,2018-11-01,8986000.0,8944000.0
M,Census Divisions,Mountain,2018-12-01,8945000.0,8938000.0
M,Census Divisions,Mountain,2019-01-01,8761000.0,8848000.0
M,Census Divisions,Mountain,2019-02-01,8784000.0,8864000.0
M,Census Divisions,Mountain,2019-03-01,8781000.0,8855000.0
M,Census Divisions,Mountain,2019-04-01,8812000.0,8868000.0
M,Census Divisions,Mountain,2019-05-01,8853000.0,8891000.0
M,Census Divisions,Mountain,2019-06-01,8945000.0,8908000.0
M,Census Divisions,Mountain,2019-07-01,8986000.0,8935000.0
M,Census Divisions,Mountain,2019-08-01,9013000.0,8957000.0
M,Census Divisions,Mountain,2019-09-01,9134000.0,9044000.0
M,Census Divisions,Mountain,2019-10-01,8994000.0,8953000.0
M,Census Divisions,Mountain,2019-11-01,8994000.0,8952000.0
M,Census Divisions,Mountain,2019-12-01,8964000.0,8957000.0
M,Census Divisions,Mountain,2020-01-01,8882000.0,8971000.0
M,Census Divisions,Mountain,2020-02-01,8871000.0,8951000.0
M,Census Divisions,Mountain,2020-03-01,8874000.0,8948000.0
M,Census Divisions,Mountain,2020-04-01,8283000.0,8342000.0
M,Census Divisions,Mountain,2020-05-01,8350000.0,8391000.0
M,Census Divisions,Mountain,2020-06-01,8480000.0,8447000.0
M,Census Divisions,Mountain,2020-07-01,8520000.0,8474000.0
M,Census Divisions,Mountain,2020-08-01,8551000.0,8493000.0
M,Census Divisions,Mountain,2020-09-01,8579000.0,8488000.0
M,Census Divisions,Mountain,2020-10-01,8628000.0,8593000.0
M,Census Divisions,Mountain,2020-11-01,8661000.0,8621000.0
M,Census Divisions,Mountain,2020-12-01,8627000.0,8618000.0
M,Census Divisions,Mountain,2021-01-01,8536000.0,8631000.0
M,Census Divisions,Mountain,2021-02-01,8554000.0,8635000.0
M,Census Divisions,Mountain,2021-03-01,8610000.0,8681000.0
M,Census Divisions,Mountain,2021-04-01,8680000.0,8737000.0
M,Census Divisions,Mountain,2021-05-01,8760000.0,8802000.0
M,Census Divisions,Mountain,2021-06-01,8963000.0,8923000.0
M,Census Divisions,Mountain,2021-07-01,9048000.0,9002000.0
M,Census Divisions,Mountain,2021-08-01,9090000.0,9031000.0
M,Census Divisions,Mountain,2021-09-01,9118000.0,9025000.0
M,Census Divisions,Mountain,2021-10-01,9138000.0,9107000.0
M,Census Divisions,Mountain,2021-11-01,9169000.0,9131000.0
M,Census Divisions,Mountain,2021-12-01,9181000.0,9173000.0
M,Census Divisions,Mountain,2022-01-01,9126000.0,9223000.0
M,Census Divisions,Mountain,2022-02-01,9144000.0,9223000.0
M,Census Divisions,Mountain,2022-03-01,9189000.0,9261000.0
M,Census Divisions,Mountain,2022-04-01,9219000.0,9274000.0
M,Census Divisions,Mountain,2022-05-01,9253000.0,9295000.0
M,Census Divisions,Mountain,2022-06-01,9361000.0,9320000.0
M,Census Divisions,Mountain,2022-07-01,9404000.0,9356000.0
M,Census Divisions,Mountain,2022-08-01,9413000.0,9354000.0
M,Census Divisions,Mountain,2022-09-01,9389000.0,9295000.0
M,Census Divisions,Mountain,2022-10-01,9383000.0,9356000.0
M,Census Divisions,Mountain,2022-11-01,9401000.0,9363000.0
M,Census Divisions,Mountain,2022-12-01,9369000.0,9362000.0
M,Census Divisions,Mountain,2023-01-01,9286000.0,9338000.0
M,Census Divisions,Mountain,2023-02-01,9269000.0,9296000.0
M,Census Divisions,Mountain,2023-03-01,9274000.0,9292000.0
M,Census Divisions,Mountain,2023-04-01,9277000.0,9284000.0
M,Census Divisions,Mountain,2023-05-01,9251000.0,9248000.0
M,Census Divisions,Mountain,2023-06-01,9320000.0,9251000.0
M,Census Divisions,Mountain,2023-07-01,9347000.0,9238000.0
M,Census Divisions,Mountain,2023-08-01,9365000.0,9264000.0
M,Census Divisions,New England,2010-01-01,5499000.0,5579000.0
M,Census Divisions,New England,2010-02-01,5486000.0,5582000.0
M,Census Divisions,New England,2010-03-01,5486000.0,5575000.0
M,Census Divisions,New England,2010-04-01,5524000.0,5589000.0
M,Census Divisions,New England,2010-05-01,5613000.0,5644000.0
M,Census Divisions,New England,2010-06-01,5665000.0,5624000.0
M,Census Divisions,New England,2010-07-01,5717000.0,5634000.0
M,Census Divisions,New England,2010-08-01,5725000.0,5625000.0
M,Census Divisions,New England,2010-09-01,5712000.0,5626000.0
M,Census Divisions,New England,2010-10-01,5729000.0,5643000.0
M,Census Divisions,New England,2010-11-01,5734000.0,5662000.0
M,Census Divisions,New England,2010-12-01,5619000.0,5649000.0
M,Census Divisions,New England,2011-01-01,5573000.0,5651000.0
M,Census Divisions,New England,2011-02-01,5562000.0,5659000.0
M,Census Divisions,New England,2011-03-01,5589000.0,5674000.0
M,Census Divisions,New England,2011-04-01,5620000.0,5686000.0
M,Census Divisions,New England,2011-05-01,5665000.0,5699000.0
M,Census Divisions,New England,2011-06-01,5743000.0,5705000.0
M,Census Divisions,New England,2011-07-01,5803000.0,5721000.0
M,Census Divisions,New England,2011-08-01,5847000.0,5747000.0
M,Census Divisions,New England,2011-09-01,5844000.0,5759000.0
M,Census Divisions,New England,2011-10-01,5854000.0,5768000.0
M,Census Divisions,New England,2011-11-01,5854000.0,5777000.0
M,Census Divisions,New England,2011-12-01,5718000.0,5749000.0
M,Census Divisions,New England,2012-01-01,5687000.0,5759000.0
M,Census Divisions,New England,2012-02-01,5668000.0,5763000.0
M,Census Divisions,New England,2012-03-01,5687000.0,5772000.0
